"Plot Title: Bond Nursery"
"#","Date Time, GMT-04:00","Temp, °C","Intensity, Lux","Coupler Attached","Coupler Detached","Host Connected","Stopped","End Of File"
1,04/20/19 12:00:00 AM,27.370,0.0,,,,,
2,04/20/19 12:30:00 AM,27.272,0.0,,,,,
3,04/20/19 01:00:00 AM,27.173,0.0,,,,,
4,04/20/19 01:30:00 AM,27.075,0.0,,,,,
5,04/20/19 02:00:00 AM,27.075,0.0,,,,,
6,04/20/19 02:30:00 AM,27.075,0.0,,,,,
7,04/20/19 03:00:00 AM,26.977,0.0,,,,,
8,04/20/19 03:30:00 AM,26.781,0.0,,,,,
9,04/20/19 04:00:00 AM,26.585,0.0,,,,,
10,04/20/19 04:30:00 AM,26.390,0.0,,,,,
11,04/20/19 05:00:00 AM,26.292,0.0,,,,,
12,04/20/19 05:30:00 AM,26.195,0.0,,,,,
13,04/20/19 06:00:00 AM,26.195,0.0,,,,,
14,04/20/19 06:30:00 AM,26.292,0.0,,,,,
15,04/20/19 07:00:00 AM,26.292,0.0,,,,,
16,04/20/19 07:30:00 AM,25.902,0.0,,,,,
17,04/20/19 08:00:00 AM,25.319,0.0,,,,,
18,04/20/19 08:30:00 AM,25.028,0.0,,,,,
19,04/20/19 09:00:00 AM,24.835,0.0,,,,,
20,04/20/19 09:30:00 AM,25.028,0.0,,,,,
21,04/20/19 10:00:00 AM,25.610,10.8,,,,,
22,04/20/19 10:30:00 AM,26.683,21.5,,,,,
23,04/20/19 11:00:00 AM,27.961,10.8,,,,,
24,04/20/19 11:30:00 AM,28.853,10.8,,,,,
25,04/20/19 12:00:00 PM,28.953,10.8,,,,,
26,04/20/19 12:30:00 PM,28.754,10.8,,,,,
27,04/20/19 01:00:00 PM,28.655,10.8,,,,,
28,04/20/19 01:30:00 PM,28.655,21.5,,,,,
29,04/20/19 02:00:00 PM,28.754,10.8,,,,,
30,04/20/19 02:30:00 PM,28.953,21.5,,,,,
31,04/20/19 03:00:00 PM,29.152,10.8,,,,,
32,04/20/19 03:30:00 PM,29.152,10.8,,,,,
33,04/20/19 04:00:00 PM,28.953,0.0,,,,,
34,04/20/19 04:30:00 PM,28.456,0.0,,,,,
35,04/20/19 05:00:00 PM,28.060,0.0,,,,,
36,04/20/19 05:30:00 PM,27.665,0.0,,,,,
37,04/20/19 06:00:00 PM,27.173,0.0,,,,,
38,04/20/19 06:30:00 PM,26.781,0.0,,,,,
39,04/20/19 07:00:00 PM,26.390,0.0,,,,,
40,04/20/19 07:30:00 PM,25.902,0.0,,,,,
41,04/20/19 08:00:00 PM,25.513,0.0,,,,,
42,04/20/19 08:30:00 PM,25.028,0.0,,,,,
43,04/20/19 09:00:00 PM,24.641,0.0,,,,,
44,04/20/19 09:30:00 PM,24.448,0.0,,,,,
45,04/20/19 10:00:00 PM,24.255,0.0,,,,,
46,04/20/19 10:30:00 PM,24.158,0.0,,,,,
47,04/20/19 11:00:00 PM,24.062,0.0,,,,,
48,04/20/19 11:30:00 PM,24.062,0.0,,,,,
49,04/21/19 12:00:00 AM,24.062,0.0,,,,,
50,04/21/19 12:30:00 AM,24.062,0.0,,,,,
51,04/21/19 01:00:00 AM,24.062,0.0,,,,,
52,04/21/19 01:30:00 AM,23.966,0.0,,,,,
53,04/21/19 02:00:00 AM,23.773,0.0,,,,,
54,04/21/19 02:30:00 AM,23.484,0.0,,,,,
55,04/21/19 03:00:00 AM,23.292,0.0,,,,,
56,04/21/19 03:30:00 AM,23.004,0.0,,,,,
57,04/21/19 04:00:00 AM,22.717,0.0,,,,,
58,04/21/19 04:30:00 AM,22.525,0.0,,,,,
59,04/21/19 05:00:00 AM,22.238,0.0,,,,,
60,04/21/19 05:30:00 AM,21.951,0.0,,,,,
61,04/21/19 06:00:00 AM,21.664,0.0,,,,,
62,04/21/19 06:30:00 AM,21.473,0.0,,,,,
63,04/21/19 07:00:00 AM,21.378,0.0,,,,,
64,04/21/19 07:30:00 AM,21.378,0.0,,,,,
65,04/21/19 08:00:00 AM,21.664,0.0,,,,,
66,04/21/19 08:30:00 AM,21.951,10.8,,,,,
67,04/21/19 09:00:00 AM,22.429,0.0,,,,,
68,04/21/19 09:30:00 AM,22.908,0.0,,,,,
69,04/21/19 10:00:00 AM,23.581,10.8,,,,,
70,04/21/19 10:30:00 AM,24.545,10.8,,,,,
71,04/21/19 11:00:00 AM,25.805,10.8,,,,,
72,04/21/19 11:30:00 AM,27.075,0.0,,,,,
73,04/21/19 12:00:00 PM,28.357,0.0,,,,,
74,04/21/19 12:30:00 PM,29.452,0.0,,,,,
75,04/21/19 01:00:00 PM,30.457,0.0,,,,,
76,04/21/19 01:30:00 PM,31.268,10.8,,,,,
77,04/21/19 02:00:00 PM,31.983,10.8,,,,,
78,04/21/19 02:30:00 PM,32.704,10.8,,,,,
79,04/21/19 03:00:00 PM,33.430,10.8,,,,,
80,04/21/19 03:30:00 PM,34.163,10.8,,,,,
81,04/21/19 04:00:00 PM,35.009,21.5,,,,,
82,04/21/19 04:30:00 PM,35.971,86.1,,,,,
83,04/21/19 05:00:00 PM,37.055,139.9,,,,,
84,04/21/19 05:30:00 PM,37.824,32.3,,,,,
85,04/21/19 06:00:00 PM,37.494,10.8,,,,,
86,04/21/19 06:30:00 PM,36.728,0.0,,,,,
87,04/21/19 07:00:00 PM,35.435,0.0,,,,,
88,04/21/19 07:30:00 PM,33.848,0.0,,,,,
89,04/21/19 08:00:00 PM,32.086,0.0,,,,,
90,04/21/19 08:30:00 PM,30.457,0.0,,,,,
91,04/21/19 09:00:00 PM,29.053,0.0,,,,,
92,04/21/19 09:30:00 PM,27.961,0.0,,,,,
93,04/21/19 10:00:00 PM,27.075,0.0,,,,,
94,04/21/19 10:30:00 PM,26.292,0.0,,,,,
95,04/21/19 11:00:00 PM,25.708,0.0,,,,,
96,04/21/19 11:30:00 PM,25.222,0.0,,,,,
97,04/22/19 12:00:00 AM,24.835,0.0,,,,,
98,04/22/19 12:30:00 AM,24.545,0.0,,,,,
99,04/22/19 01:00:00 AM,24.351,0.0,,,,,
100,04/22/19 01:30:00 AM,24.062,0.0,,,,,
101,04/22/19 02:00:00 AM,23.869,0.0,,,,,
102,04/22/19 02:30:00 AM,23.677,0.0,,,,,
103,04/22/19 03:00:00 AM,23.484,0.0,,,,,
104,04/22/19 03:30:00 AM,23.292,0.0,,,,,
105,04/22/19 04:00:00 AM,23.196,0.0,,,,,
106,04/22/19 04:30:00 AM,23.004,0.0,,,,,
107,04/22/19 05:00:00 AM,22.908,0.0,,,,,
108,04/22/19 05:30:00 AM,22.812,0.0,,,,,
109,04/22/19 06:00:00 AM,22.621,0.0,,,,,
110,04/22/19 06:30:00 AM,22.525,0.0,,,,,
111,04/22/19 07:00:00 AM,22.429,0.0,,,,,
112,04/22/19 07:30:00 AM,22.429,0.0,,,,,
113,04/22/19 08:00:00 AM,22.621,0.0,,,,,
114,04/22/19 08:30:00 AM,22.812,0.0,,,,,
115,04/22/19 09:00:00 AM,23.004,0.0,,,,,
116,04/22/19 09:30:00 AM,23.292,0.0,,,,,
117,04/22/19 10:00:00 AM,23.869,10.8,,,,,
118,04/22/19 10:30:00 AM,24.835,10.8,,,,,
119,04/22/19 11:00:00 AM,26.000,10.8,,,,,
120,04/22/19 11:30:00 AM,27.370,10.8,,,,,
121,04/22/19 12:00:00 PM,28.655,0.0,,,,,
122,04/22/19 12:30:00 PM,29.953,0.0,,,,,
123,04/22/19 01:00:00 PM,31.166,0.0,,,,,
124,04/22/19 01:30:00 PM,32.188,0.0,,,,,
125,04/22/19 02:00:00 PM,33.118,10.8,,,,,
126,04/22/19 02:30:00 PM,34.058,10.8,,,,,
127,04/22/19 03:00:00 PM,34.903,10.8,,,,,
128,04/22/19 03:30:00 PM,35.649,10.8,,,,,
129,04/22/19 04:00:00 PM,28.456,32.3,,,,,
130,04/22/19 04:30:00 PM,26.977,236.8,,,,,
131,04/22/19 05:00:00 PM,26.390,139.9,,,,,
132,04/22/19 05:30:00 PM,26.390,150.7,,,,,
133,04/22/19 06:00:00 PM,26.390,129.2,,,,,
134,04/22/19 06:30:00 PM,26.390,139.9,,,,,
135,04/22/19 07:00:00 PM,26.292,21.5,,,,,
136,04/22/19 07:30:00 PM,25.805,10.8,,,,,
137,04/22/19 08:00:00 PM,25.708,10.8,,,,,
138,04/22/19 08:30:00 PM,25.513,10.8,,,,,
139,04/22/19 09:00:00 PM,25.416,10.8,,,,,
140,04/22/19 09:30:00 PM,25.610,10.8,,,,,
141,04/22/19 10:00:00 PM,25.708,10.8,,,,,
142,04/22/19 10:30:00 PM,25.708,10.8,,,,,
143,04/22/19 11:00:00 PM,25.805,10.8,,,,,
144,04/22/19 11:30:00 PM,25.805,10.8,,,,,
145,04/23/19 12:00:00 AM,25.610,10.8,,,,,
146,04/23/19 12:30:00 AM,25.610,10.8,,,,,
147,04/23/19 01:00:00 AM,25.416,10.8,,,,,
148,04/23/19 01:30:00 AM,25.416,10.8,,,,,
149,04/23/19 02:00:00 AM,25.319,10.8,,,,,
150,04/23/19 02:30:00 AM,25.222,10.8,,,,,
151,04/23/19 03:00:00 AM,25.125,10.8,,,,,
152,04/23/19 03:30:00 AM,25.028,10.8,,,,,
153,04/23/19 04:00:00 AM,24.931,10.8,,,,,
154,04/23/19 04:30:00 AM,24.835,10.8,,,,,
155,04/23/19 05:00:00 AM,24.835,10.8,,,,,
156,04/23/19 05:30:00 AM,24.738,10.8,,,,,
157,04/23/19 06:00:00 AM,24.641,10.8,,,,,
158,04/23/19 06:30:00 AM,24.545,10.8,,,,,
159,04/23/19 07:00:00 AM,24.545,139.9,,,,,
160,04/23/19 07:30:00 AM,24.641,32.3,,,,,
161,04/23/19 08:00:00 AM,24.835,32.3,,,,,
162,04/23/19 08:30:00 AM,25.125,32.3,,,,,
163,04/23/19 09:00:00 AM,25.125,21.5,,,,,
164,04/23/19 09:30:00 AM,25.319,21.5,,,,,
165,04/23/19 10:00:00 AM,25.416,21.5,,,,,
166,04/23/19 10:30:00 AM,25.319,21.5,,,,,
167,04/23/19 11:00:00 AM,25.319,21.5,,,,,
168,04/23/19 11:30:00 AM,25.708,21.5,,,,,
169,04/23/19 12:00:00 PM,26.000,21.5,,,,,
170,04/23/19 12:30:00 PM,26.195,21.5,,,,,
171,04/23/19 01:00:00 PM,26.390,21.5,,,,,
172,04/23/19 01:30:00 PM,26.488,21.5,,,,,
173,04/23/19 02:00:00 PM,26.585,21.5,,,,,
174,04/23/19 02:30:00 PM,26.683,21.5,,,,,
175,04/23/19 03:00:00 PM,26.781,21.5,,,,,
176,04/23/19 03:30:00 PM,26.879,21.5,,,,,
177,04/23/19 04:00:00 PM,26.977,21.5,,,,,
178,04/23/19 04:30:00 PM,27.075,32.3,,,,,
179,04/23/19 05:00:00 PM,27.272,32.3,,,,,
180,04/23/19 05:30:00 PM,27.468,21.5,,,,,
181,04/23/19 06:00:00 PM,27.665,21.5,,,,,
182,04/23/19 06:30:00 PM,27.764,21.5,,,,,
183,04/23/19 07:00:00 PM,27.862,21.5,,,,,
184,04/23/19 07:30:00 PM,27.764,10.8,,,,,
185,04/23/19 08:00:00 PM,27.567,10.8,,,,,
186,04/23/19 08:30:00 PM,27.468,10.8,,,,,
187,04/23/19 09:00:00 PM,27.272,10.8,,,,,
188,04/23/19 09:30:00 PM,27.173,10.8,,,,,
189,04/23/19 10:00:00 PM,27.075,10.8,,,,,
190,04/23/19 10:30:00 PM,26.977,10.8,,,,,
191,04/23/19 11:00:00 PM,26.879,10.8,,,,,
192,04/23/19 11:30:00 PM,26.781,10.8,,,,,
193,04/24/19 12:00:00 AM,26.683,10.8,,,,,
194,04/24/19 12:30:00 AM,26.585,10.8,,,,,
195,04/24/19 01:00:00 AM,26.488,10.8,,,,,
196,04/24/19 01:30:00 AM,26.390,10.8,,,,,
197,04/24/19 02:00:00 AM,26.390,10.8,,,,,
198,04/24/19 02:30:00 AM,26.292,10.8,,,,,
199,04/24/19 03:00:00 AM,26.195,10.8,,,,,
200,04/24/19 03:30:00 AM,26.097,10.8,,,,,
201,04/24/19 04:00:00 AM,26.000,10.8,,,,,
202,04/24/19 04:30:00 AM,25.902,10.8,,,,,
203,04/24/19 05:00:00 AM,25.902,10.8,,,,,
204,04/24/19 05:30:00 AM,25.805,10.8,,,,,
205,04/24/19 06:00:00 AM,25.708,10.8,,,,,
206,04/24/19 06:30:00 AM,25.708,10.8,,,,,
207,04/24/19 07:00:00 AM,25.610,43.1,,,,,
208,04/24/19 07:30:00 AM,25.610,21.5,,,,,
209,04/24/19 08:00:00 AM,25.610,10.8,,,,,
210,04/24/19 08:30:00 AM,25.610,21.5,,,,,
211,04/24/19 09:00:00 AM,25.708,10.8,,,,,
212,04/24/19 09:30:00 AM,25.805,21.5,,,,,
213,04/24/19 10:00:00 AM,25.902,21.5,,,,,
214,04/24/19 10:30:00 AM,26.000,21.5,,,,,
215,04/24/19 11:00:00 AM,26.292,21.5,,,,,
216,04/24/19 11:30:00 AM,26.390,21.5,,,,,
217,04/24/19 12:00:00 PM,26.585,21.5,,,,,
218,04/24/19 12:30:00 PM,26.781,21.5,,,,,
219,04/24/19 01:00:00 PM,26.977,21.5,,,,,
220,04/24/19 01:30:00 PM,27.075,21.5,,,,,
221,04/24/19 02:00:00 PM,27.272,21.5,,,,,
222,04/24/19 02:30:00 PM,27.468,21.5,,,,,
223,04/24/19 03:00:00 PM,27.764,21.5,,,,,
224,04/24/19 03:30:00 PM,27.961,21.5,,,,,
225,04/24/19 04:00:00 PM,28.258,21.5,,,,,
226,04/24/19 04:30:00 PM,28.456,21.5,,,,,
227,04/24/19 05:00:00 PM,28.655,32.3,,,,,
228,04/24/19 05:30:00 PM,28.953,21.5,,,,,
229,04/24/19 06:00:00 PM,29.152,21.5,,,,,
230,04/24/19 06:30:00 PM,29.252,32.3,,,,,
231,04/24/19 07:00:00 PM,29.252,10.8,,,,,
232,04/24/19 07:30:00 PM,29.252,10.8,,,,,
233,04/24/19 08:00:00 PM,29.053,10.8,,,,,
234,04/24/19 08:30:00 PM,28.953,10.8,,,,,
235,04/24/19 09:00:00 PM,28.853,10.8,,,,,
236,04/24/19 09:30:00 PM,28.655,10.8,,,,,
237,04/24/19 10:00:00 PM,28.555,10.8,,,,,
238,04/24/19 10:30:00 PM,28.456,10.8,,,,,
239,04/24/19 11:00:00 PM,28.357,10.8,,,,,
240,04/24/19 11:30:00 PM,28.159,10.8,,,,,
241,04/25/19 12:00:00 AM,28.060,10.8,,,,,
242,04/25/19 12:30:00 AM,27.961,10.8,,,,,
243,04/25/19 01:00:00 AM,27.764,10.8,,,,,
244,04/25/19 01:30:00 AM,27.665,10.8,,,,,
245,04/25/19 02:00:00 AM,27.567,10.8,,,,,
246,04/25/19 02:30:00 AM,27.468,10.8,,,,,
247,04/25/19 03:00:00 AM,27.370,10.8,,,,,
248,04/25/19 03:30:00 AM,27.272,10.8,,,,,
249,04/25/19 04:00:00 AM,27.173,10.8,,,,,
250,04/25/19 04:30:00 AM,27.075,10.8,,,,,
251,04/25/19 05:00:00 AM,26.977,10.8,,,,,
252,04/25/19 05:30:00 AM,26.879,10.8,,,,,
253,04/25/19 06:00:00 AM,26.781,10.8,,,,,
254,04/25/19 06:30:00 AM,26.683,10.8,,,,,
255,04/25/19 07:00:00 AM,26.683,43.1,,,,,
256,04/25/19 07:30:00 AM,26.683,43.1,,,,,
257,04/25/19 08:00:00 AM,26.781,43.1,,,,,
258,04/25/19 08:30:00 AM,26.977,32.3,,,,,
259,04/25/19 09:00:00 AM,27.173,21.5,,,,,
260,04/25/19 09:30:00 AM,27.370,21.5,,,,,
261,04/25/19 10:00:00 AM,27.567,21.5,,,,,
262,04/25/19 10:30:00 AM,27.665,21.5,,,,,
263,04/25/19 11:00:00 AM,27.862,21.5,,,,,
264,04/25/19 11:30:00 AM,28.060,21.5,,,,,
265,04/25/19 12:00:00 PM,28.159,21.5,,,,,
266,04/25/19 12:30:00 PM,28.258,21.5,,,,,
267,04/25/19 01:00:00 PM,28.357,21.5,,,,,
268,04/25/19 01:30:00 PM,28.456,21.5,,,,,
269,04/25/19 02:00:00 PM,28.655,21.5,,,,,
270,04/25/19 02:30:00 PM,28.754,21.5,,,,,
271,04/25/19 03:00:00 PM,28.953,21.5,,,,,
272,04/25/19 03:30:00 PM,29.152,21.5,,,,,
273,04/25/19 04:00:00 PM,29.352,21.5,,,,,
274,04/25/19 04:30:00 PM,29.552,32.3,,,,,
275,04/25/19 05:00:00 PM,29.853,32.3,,,,,
276,04/25/19 05:30:00 PM,30.054,32.3,,,,,
277,04/25/19 06:00:00 PM,30.255,32.3,,,,,
278,04/25/19 06:30:00 PM,30.457,21.5,,,,,
279,04/25/19 07:00:00 PM,30.457,10.8,,,,,
280,04/25/19 07:30:00 PM,30.356,10.8,,,,,
281,04/25/19 08:00:00 PM,30.255,10.8,,,,,
282,04/25/19 08:30:00 PM,30.154,10.8,,,,,
283,04/25/19 09:00:00 PM,30.054,10.8,,,,,
284,04/25/19 09:30:00 PM,29.853,10.8,,,,,
285,04/25/19 10:00:00 PM,29.752,10.8,,,,,
286,04/25/19 10:30:00 PM,29.652,10.8,,,,,
287,04/25/19 11:00:00 PM,29.552,10.8,,,,,
288,04/25/19 11:30:00 PM,29.352,10.8,,,,,
289,04/26/19 12:00:00 AM,29.252,10.8,,,,,
290,04/26/19 12:30:00 AM,29.152,10.8,,,,,
291,04/26/19 01:00:00 AM,28.953,10.8,,,,,
292,04/26/19 01:30:00 AM,28.853,10.8,,,,,
293,04/26/19 02:00:00 AM,28.754,10.8,,,,,
294,04/26/19 02:30:00 AM,28.555,10.8,,,,,
295,04/26/19 03:00:00 AM,28.456,10.8,,,,,
296,04/26/19 03:30:00 AM,28.357,10.8,,,,,
297,04/26/19 04:00:00 AM,28.258,10.8,,,,,
298,04/26/19 04:30:00 AM,28.159,10.8,,,,,
299,04/26/19 05:00:00 AM,28.159,10.8,,,,,
300,04/26/19 05:30:00 AM,28.060,10.8,,,,,
301,04/26/19 06:00:00 AM,27.961,10.8,,,,,
302,04/26/19 06:30:00 AM,27.862,10.8,,,,,
303,04/26/19 07:00:00 AM,27.764,32.3,,,,,
304,04/26/19 07:30:00 AM,27.764,21.5,,,,,
305,04/26/19 08:00:00 AM,27.764,21.5,,,,,
306,04/26/19 08:30:00 AM,27.862,32.3,,,,,
307,04/26/19 09:00:00 AM,28.060,21.5,,,,,
308,04/26/19 09:30:00 AM,28.258,21.5,,,,,
309,04/26/19 10:00:00 AM,28.456,21.5,,,,,
310,04/26/19 10:30:00 AM,28.655,21.5,,,,,
311,04/26/19 11:00:00 AM,28.853,21.5,,,,,
312,04/26/19 11:30:00 AM,29.053,21.5,,,,,
313,04/26/19 12:00:00 PM,29.252,21.5,,,,,
314,04/26/19 12:30:00 PM,29.452,21.5,,,,,
315,04/26/19 01:00:00 PM,29.652,21.5,,,,,
316,04/26/19 01:30:00 PM,29.853,21.5,,,,,
317,04/26/19 02:00:00 PM,30.054,21.5,,,,,
